Activity,AE,W,BE,V,seqid,Length,d
antioxidative,0,0,0,0,159,410,0
antioxidative,0.0071,0.1434,0,0,160,283,2
antioxidative,0,0,0,0,161,250,0
antioxidative,0.0124,0.1204,0,0,162,563,7
antioxidative,0.0056,0.1657,0,0,163,355,2
antioxidative,0.0104,0.2311,0,0,164,289,3
antioxidative,0.0105,0.1116,0,0,165,287,3
antioxidative,0.0023,0.0265,0,0,166,427,1
antioxidative,0,0,0,0,167,540,0
antioxidative,0.0022,0.0455,0,0,168,455,1
antioxidative,0,0,0,0,169,351,0
antioxidative,0.0038,0.0766,0,0,170,524,2
antioxidative,0.0034,0.0829,0,0,171,585,2
antioxidative,0.0047,0.0527,0,0,172,213,1
antioxidative,0,0,0,0,173,332,0
antioxidative,0,0,0,0,174,584,0
antioxidative,0.0048,0.0768,0,0,175,416,2
antioxidative,0.0108,0.1037,0,0,176,557,6
antioxidative,0,0,0,0,177,246,0
antioxidative,0.0029,0.0355,0,0,178,343,1
antioxidative,0.0045,0.0652,0,0,179,449,2
antioxidative,0.004,0.0471,0,0,180,247,1
antioxidative,0.012,0.1796,0,0,181,584,7
antioxidative,0.0176,0.1816,0,0,182,227,4
antioxidative,0.0096,0.1996,0,0,183,208,2
antioxidative,0,0,0,0,184,101,0
antioxidative,0,0,0,0,185,281,0
antioxidative,0.0075,0.1034,0,0,186,400,3
antioxidative,0.0044,0.0479,0,0,187,457,2
antioxidative,0.0066,0.1107,0,0,188,151,1
antioxidative,0.0074,0.0908,0,0,189,135,1
antioxidative,0,0,0,0,190,194,0
antioxidative,0,0,0,0,191,112,0
antioxidative,0,0,0,0,192,157,0
antioxidative,0.0234,0.2756,0,0,193,471,11
antioxidative,0.0051,0.0459,0,0,194,198,1
antioxidative,0.0074,0.1147,0,0,195,403,3
antioxidative,0.0064,0.0885,0,0,196,470,3
antioxidative,0.0045,0.0996,0,0,197,221,1
antioxidative,0,0,0,0,198,234,0
antioxidative,0.0036,0.0473,0,0,199,276,1
antioxidative,0.0022,0.0408,0,0,200,445,1
antioxidative,0.0028,0.0381,0,0,201,354,1
antioxidative,0.0062,0.0998,0,0,202,161,1
antioxidative,0.0029,0.0595,0,0,203,349,1
antioxidative,0.002,0.0257,0,0,204,502,1
antioxidative,0,0,0,0,205,115,0
antioxidative,0.0036,0.0716,0,0,206,557,2
antioxidative,0.012,0.1018,0,0,207,585,7
antioxidative,0.0024,0.0455,0,0,208,417,1
antioxidative,0.0057,0.0991,0,0,209,174,1
antioxidative,0,0,0,0,210,198,0
antioxidative,0,0,0,0,211,339,0
antioxidative,0.0065,0.1419,0,0,212,153,1
antioxidative,0,0,0,0,213,106,0
antioxidative,0,0,0,0,214,384,0
antioxidative,0,0,0,0,215,165,0
antioxidative,0.009,0.1002,0,0,216,334,3
antioxidative,0.013,0.1821,0,0,217,154,2
antioxidative,0.0061,0.124,0,0,218,488,3
antioxidative,0,0,0,0,219,113,0
antioxidative,0.0081,0.1475,0,0,220,492,4
antioxidative,0.0064,0.0682,0,0,221,469,3
antioxidative,0.0037,0.0476,0,0,222,270,1
antioxidative,0.0055,0.125,0,0,223,182,1
antioxidative,0.0127,0.251,0,0,224,316,4
antioxidative,0.0046,0.0832,0,0,225,217,1
antioxidative,0.0199,0.2004,0,0,226,151,3
antioxidative,0.0054,0.0998,0,0,227,185,1
antioxidative,0,0,0,0,228,408,0
antioxidative,0,0,0,0,229,370,0
antioxidative,0.0028,0.0339,0,0,230,351,1
antioxidative,0,0,0,0,231,262,0
antioxidative,0.004,0.0833,0,0,232,250,1
antioxidative,0.0247,0.2223,0,0,233,162,4
antioxidative,0.006,0.1422,0,0,234,498,3
antioxidative,0.0028,0.0712,0,0,235,356,1
antioxidative,0.0096,0.1498,0,0,236,312,3
antioxidative,0.0023,0.0322,0,0,237,434,1
antioxidative,0.0027,0.0394,0,0,238,365,1
antioxidative,0.0124,0.1851,0,0,239,403,5
antioxidative,0.0113,0.1434,0,0,240,533,6
antioxidative,0.0042,0.0628,0,0,241,478,2
antioxidative,0.0088,0.1003,0,0,242,228,2
antioxidative,0.0133,0.1858,0,0,243,377,5
antioxidative,0.0147,0.111,0,0,244,136,2
antioxidative,0.0047,0.1009,0,0,245,429,2
antioxidative,0,0,0,0,246,202,0
antioxidative,0.0047,0.0838,0,0,247,428,2
antioxidative,0.0033,0.0623,0,0,248,302,1
antioxidative,0.0037,0.0605,0,0,249,539,2
antioxidative,0.0019,0.0418,0,0,250,527,1
antioxidative,0.0062,0.1058,0,0,251,324,2
antioxidative,0.0028,0.0318,0,0,252,352,1
antioxidative,0,0,0,0,253,102,0
antioxidative,0.005,0.0594,0,0,254,202,1
antioxidative,0.0022,0.0456,0,0,255,456,1
antioxidative,0.0127,0.1584,0,0,256,474,6
antioxidative,0,0,0,0,257,130,0
antioxidative,0,0,0,0,258,401,0
antioxidative,0.0045,0.0619,0,0,259,220,1
antioxidative,0.0031,0.0453,0,0,260,321,1
antioxidative,0.0076,0.0996,0,0,261,393,3
antioxidative,0.0034,0.0625,0,0,262,294,1
antioxidative,0,0,0,0,263,275,0
antioxidative,0.0083,0.166,0,0,264,120,1
antioxidative,0,0,0,0,265,119,0
antioxidative,0.0063,0.0775,0,0,266,320,2
antioxidative,0.0111,0.1203,1.52E-05,1,267,271,3
antioxidative,0.0061,0.0995,0,0,268,163,1
antioxidative,0,0,0,0,269,268,0
antioxidative,0.0025,0.0457,0,0,270,402,1
antioxidative,0.0099,0.1667,0,0,271,202,2
antioxidative,0.0063,0.1182,0,0,272,319,2
antioxidative,0.0058,0.0798,0,0,273,344,2
antioxidative,0.0188,0.2173,0,0,274,266,5
antioxidative,0,0,0,0,275,171,0
antioxidative,0.006,0.1103,0,0,276,331,2
antioxidative,0.0028,0.0673,0,0,277,361,1
antioxidative,0.0109,0.1814,0,0,278,366,4
antioxidative,0.0105,0.125,0,0,279,476,5
antioxidative,0.0072,0.0961,0,0,280,414,3
antioxidative,0,0,0,0,281,332,0
antioxidative,0.0101,0.129,0,0,282,396,4
antioxidative,0,0,0,0,283,505,0
antioxidative,0.0111,0.25,0,0,284,180,2
antioxidative,0.0106,0.1166,0,0,285,473,5
antioxidative,0.0078,0.0904,0,0,286,510,4
antioxidative,0.0085,0.1433,0,0,287,236,2
antioxidative,0.012,0.1107,0,0,288,249,3
antioxidative,0.0208,0.363,0,0,289,192,4
antioxidative,0.0024,0.0415,0,0,290,415,1
antioxidative,0.0024,0.0318,0,0,291,411,1
antioxidative,0.0077,0.111,0,0,292,519,4
antioxidative,0.0025,0.0505,0,0,293,404,1
antioxidative,0.0069,0.149,0,0,294,432,3
antioxidative,0,0,0,0,295,116,0
antioxidative,0.0064,0.0665,0,0,296,156,1
antioxidative,0.0031,0.0481,0,0,297,326,1
antioxidative,0.0034,0.0474,0,0,298,293,1
antioxidative,0.0023,0.0757,0,0,299,428,1
antioxidative,0.0024,0.0764,0,0,300,414,1
antioxidative,0,0,0,0,301,261,0
antioxidative,0.0123,0.1277,0,0,302,405,5
antioxidative,0,0,0,0,303,212,0
antioxidative,0,0,0,0,304,159,0
antioxidative,0,0,0,0,305,403,0
antioxidative,0.0069,0.1024,0,0,306,579,4
antioxidative,0.0096,0.0998,0,0,307,104,1
antioxidative,0.0212,0.2002,0,0,308,236,5
antioxidative,0.0165,0.2174,0,0,309,303,5
antioxidative,0.0179,0.1432,0,0,310,112,2
antioxidative,0,0,0,0,311,206,0
antioxidative,0.0056,0.0952,0,0,312,357,2
antioxidative,0,0,0,0,313,419,0
antioxidative,0.003,0.0525,0,0,314,333,1
antioxidative,0,0,0,0,315,298,0
antioxidative,0.0057,0.1115,0,0,316,352,2
antioxidative,0,0,0,0,317,182,0
antioxidative,0.0167,0.1539,0,0,318,599,10
antioxidative,0.004,0.062,0,0,319,248,1
antioxidative,0.0093,0.1255,0,0,320,108,1
antioxidative,0.0024,0.0349,0,0,321,422,1
antioxidative,0,0,0,0,322,193,0
antioxidative,0.0047,0.0799,0,0,323,425,2
antioxidative,0,0,0,0,324,232,0
antioxidative,0.0036,0.1006,0,0,325,559,2
antioxidative,0,0,0,0,326,219,0
antioxidative,0.0051,0.0866,0,0,327,594,3
antioxidative,0.0177,0.2224,0,0,328,113,2
antioxidative,0.005,0.1241,0,0,329,397,2
antioxidative,0.0025,0.029,0,0,330,394,1
antioxidative,0.0041,0.0556,0,0,331,488,2
antioxidative,0.0063,0.0586,0,0,332,158,1
antioxidative,0,0,0,0,333,136,0
antioxidative,0.0068,0.1339,0,0,334,591,4
antioxidative,0.0083,0.0887,0,0,335,481,4
antioxidative,0,0,0,0,336,126,0
antioxidative,0.0029,0.0558,0,0,337,346,1
antioxidative,0.0097,0.1516,0,0,338,516,5
antioxidative,0.005,0.2513,0,0,339,201,1
antioxidative,0.0034,0.0482,0,0,340,298,1
antioxidative,0,0,0,0,341,519,0
antioxidative,0.0043,0.0824,0,0,342,460,2
antioxidative,0,0,0,0,343,582,0
antioxidative,0.006,0.0773,0,0,344,335,2
antioxidative,0.0087,0.1215,0,0,345,461,4
antioxidative,0.0099,0.1256,0,0,346,203,2
antioxidative,0.0072,0.1118,0,0,347,559,4
antioxidative,0,0,0,0,348,551,0
antioxidative,0,0,0,0,349,123,0
antioxidative,0,0,0,0,350,307,0
antioxidative,0.0057,0.1205,0,0,351,528,3
antioxidative,0.0092,0.1253,0,0,352,218,2
antioxidative,0.0027,0.0427,0,0,353,364,1
antioxidative,0.004,0.0833,0,0,354,250,1
antioxidative,0.0049,0.1109,0,0,355,407,2
antioxidative,0,0,0,0,356,357,0
antioxidative,0.0133,0.1426,0,0,357,225,3
antioxidative,0.0185,0.2639,0,0,358,271,5
antioxidative,0.0163,0.1725,0,0,359,307,5
antioxidative,0.0059,0.0912,0,0,360,170,1
antioxidative,0.0028,0.0841,0,0,361,360,1
antioxidative,0,0,0,0,362,474,0
antioxidative,0.0165,0.3327,0,0,363,121,2
antioxidative,0.0054,0.1256,0,0,364,186,1
antioxidative,0.0044,0.0465,0,0,365,454,2
antioxidative,0,0,0,0,366,248,0
antioxidative,0,0,0,0,367,174,0
antioxidative,0,0,0,0,368,410,0
antioxidative,0,0,0,0,369,181,0
antioxidative,0.0067,0.077,0,0,370,299,2
antioxidative,0,0,0,0,371,162,0
antioxidative,0.0142,0.1673,0,0,372,212,3
antioxidative,0.0026,0.0893,0,0,373,378,1
antioxidative,0.0132,0.3007,0,0,374,228,3
antioxidative,0.0039,0.0555,0,0,375,256,1
antioxidative,0.0168,0.1583,0,0,376,179,3
antioxidative,0,0,0,0,377,119,0
antioxidative,0.0054,0.0783,0,0,378,551,3
antioxidative,0.0077,0.1423,0,0,379,259,2
antioxidative,0.0023,0.0396,0,0,380,430,1
antioxidative,0.0018,0.0318,0,0,381,548,1
antioxidative,0.0172,0.2275,0,0,382,291,5
antioxidative,0.0029,0.0659,0,0,383,341,1
antioxidative,0,0,0,0,384,172,0
antioxidative,0.0152,0.1851,0,0,385,329,5
antioxidative,0.0126,0.1288,0,0,386,317,4
antioxidative,0.0081,0.1005,0,0,387,248,2
antioxidative,0,0,0,0,388,151,0
antioxidative,0.0017,0.0588,0,0,389,589,1
antioxidative,0.0028,0.0526,0,0,390,357,1
antioxidative,0.0048,0.1322,0,0,391,413,2
antioxidative,0.0052,0.1106,0,0,392,383,2
antioxidative,0.0027,0.059,0,0,393,371,1
antioxidative,0.0045,0.0909,0,0,394,222,1
antioxidative,0,0,0,0,395,154,0
antioxidative,0.0117,0.1539,0,0,396,171,2
antioxidative,0.0127,0.25,0,0,397,236,3
antioxidative,0.0124,0.6667,0,0,398,161,2
antioxidative,0.0156,0.1663,0,0,399,192,3
antioxidative,0,0,0,0,400,335,0
antioxidative,0.0097,0.1661,0,0,401,308,3
antioxidative,0.0093,0.1568,0,0,402,540,5
antioxidative,0.0069,0.1,0,0,403,145,1
antioxidative,0.0039,0.0724,0,0,404,519,2
antioxidative,0,0,0,0,405,156,0
antioxidative,0.0106,0.1423,0,0,406,564,6
antioxidative,0.01,0.1664,0,0,407,499,5
antioxidative,0,0,0,0,408,209,0
antioxidative,0.0097,0.0999,0,0,409,103,1
antioxidative,0.0133,0.1334,0,0,410,301,4
antioxidative,0.0146,0.2147,0,0,411,206,3
antioxidative,0.0252,0.2727,0,0,412,119,3
antioxidative,0.0093,0.1255,0,0,413,108,1
antioxidative,0.002,0.0309,0,0,414,494,1
antioxidative,0.0022,0.044,0,0,415,460,1
antioxidative,0.003,0.0562,0,0,416,337,1
antioxidative,0.0221,0.4291,0,0,417,136,3
antioxidative,0.0029,0.0529,0,0,418,347,1
antioxidative,0.0113,0.1429,0,0,419,354,4
antioxidative,0.0093,0.1498,0,0,420,322,3
antioxidative,0,0,0,0,421,380,0
antioxidative,0.0053,0.056,0,0,422,190,1
antioxidative,0.0336,0.5,0,0,423,119,4
antioxidative,0.0069,0.0767,0,0,424,289,2
antioxidative,0.0105,0.25,0,0,425,381,4
antioxidative,0,0,0,0,426,366,0
antioxidative,0.0055,0.083,0,0,427,362,2
antioxidative,0,0,0,0,428,186,0
antioxidative,0.0187,0.2497,0,0,429,267,5
antioxidative,0.0091,0.2844,0,0,430,219,2
antioxidative,0.0062,0.1255,0,0,431,162,1
antioxidative,0.006,0.0965,0,0,432,498,3
antioxidative,0.0066,0.0803,0,0,433,304,2
antioxidative,0.0148,0.1816,0,0,434,135,2
antioxidative,0.0098,0.074,0,0,435,204,2
antioxidative,0.0039,0.0863,0,0,436,509,2
antioxidative,0.0033,0.0586,0,0,437,302,1
antioxidative,0.025,0.4,0,0,438,160,4
antioxidative,0,0,0,0,439,200,0
antioxidative,0.0034,0.0844,0,0,440,298,1
antioxidative,0.0068,0.1429,0,0,441,147,1
antioxidative,0,0,0,0,442,539,0
antioxidative,0.0073,0.1337,0,0,443,549,4
antioxidative,0.0048,0.065,0,0,444,420,2
antioxidative,0.0057,0.1583,0,0,445,528,3
antioxidative,0.0022,0.0316,0,0,446,459,1
antioxidative,0.0059,0.0787,0,0,447,507,3
antioxidative,0.0065,0.1512,0,0,448,465,3
antioxidative,0.0054,0.0713,0,0,449,370,2
antioxidative,0.0095,0.1664,0,0,450,105,1
antioxidative,0.0151,0.3002,0,0,451,398,6
antioxidative,0.0121,0.1,0,0,452,248,3
antioxidative,0.019,0.1774,0,0,453,420,8
antioxidative,0.0019,0.0559,0,0,454,530,1
antioxidative,0,0,0,0,455,497,0
antioxidative,0.0028,0.0589,0,0,456,358,1
antioxidative,0.0105,0.1251,0,0,457,572,6
antioxidative,0.0134,0.1909,0,0,458,299,4
antioxidative,0.0098,0.1667,0,0,459,204,2
antioxidative,0,0,0,0,460,219,0
antioxidative,0,0,0,0,461,107,0
antioxidative,0.0076,0.1667,0,0,462,263,2
antioxidative,0.0105,0.1813,0,0,463,190,2
antioxidative,0,0,0,0,464,165,0
antioxidative,0.0056,0.112,0,0,465,180,1
antioxidative,0.003,0.0429,0,0,466,329,1
antioxidative,0.0152,0.1471,0,0,467,329,5
antioxidative,0,0,0,0,468,109,0
antioxidative,0,0,0,0,469,303,0
antioxidative,0.0055,0.0745,0,0,470,366,2
antioxidative,0,0,0,0,471,389,0
antioxidative,0,0,0,0,472,405,0
antioxidative,0.0069,0.1115,0,0,473,291,2
antioxidative,0,0,0,0,474,235,0
antioxidative,0.0135,0.1937,0,0,475,445,6
antioxidative,0.0019,0.0419,0,0,476,529,1
antioxidative,0,0,0,0,477,105,0
antioxidative,0,0,0,0,478,204,0
antioxidative,0.0025,0.0398,0,0,479,398,1
antioxidative,0.0058,0.0829,0,0,480,343,2
antioxidative,0.0054,0.1116,0,0,481,186,1
antioxidative,0,0,0,0,482,335,0
antioxidative,0.0138,0.1361,0,0,483,434,6
antioxidative,0.0059,0.2007,0,0,484,170,1
antioxidative,0.009,0.0799,0,0,485,222,2
antioxidative,0.0082,0.1029,0,0,486,364,3
antioxidative,0,0,0,0,487,232,0
antioxidative,0.0093,0.1422,0,0,488,214,2
antioxidative,0.0057,0.1815,0,0,489,350,2
antioxidative,0.002,0.0565,0,0,490,508,1
antioxidative,0.0096,0.375,0,0,491,312,3
antioxidative,0.0169,0.1995,0,0,492,118,2
antioxidative,0.0081,0.1328,0,0,493,246,2
antioxidative,0.0139,0.2264,0,0,494,505,7
antioxidative,0.0043,0.0561,0,0,495,235,1
antioxidative,0,0,0,0,496,114,0
antioxidative,0.0041,0.0388,0,0,497,246,1
antioxidative,0.0174,0.154,0,0,498,115,2
antioxidative,0.0037,0.076,0,0,499,267,1
antioxidative,0.0051,0.1067,0,0,500,586,3
antioxidative,0.009,0.1573,0,0,501,332,3
antioxidative,0,0,0,0,502,107,0
antioxidative,0,0,0,0,503,296,0
antioxidative,0.0038,0.083,0,0,504,262,1
antioxidative,0.0054,0.0902,0,0,505,551,3
antioxidative,0.0033,0.0548,0,0,506,299,1
antioxidative,0.0036,0.0583,0,0,507,275,1
antioxidative,0.0126,0.154,0,0,508,159,2
antioxidative,0.0065,0.1429,0,0,509,308,2
antioxidative,0.0053,0.1425,0,0,510,188,1
antioxidative,0.0134,0.1816,0,0,511,149,2
antioxidative,0.0087,0.0765,0,0,512,343,3
antioxidative,0.0049,0.054,0,0,513,408,2
antioxidative,0,0,0,0,514,380,0
antioxidative,0.0092,0.1003,0,0,515,109,1
antioxidative,0,0,0,0,516,205,0
antioxidative,0,0,0,0,517,338,0
antioxidative,0,0,0,0,518,133,0
antioxidative,0.0073,0.0911,0,0,519,549,4
antioxidative,0,0,0,0,520,186,0
antioxidative,0,0,0,0,521,199,0
antioxidative,0.0022,0.0359,0,0,522,457,1
antioxidative,0.0072,0.1297,0,0,523,559,4
antioxidative,0.0052,0.1201,0,0,524,577,3
antioxidative,0.0057,0.1166,0,0,525,348,2
antioxidative,0.0023,0.0343,0,0,526,433,1
antioxidative,0.0032,0.0917,0,0,527,315,1
antioxidative,0.0072,0.077,0,0,528,139,1
antioxidative,0.0053,0.1238,0,0,529,187,1
antioxidative,0.009,0.1208,0,0,530,443,4
antioxidative,0.0163,0.2508,0,0,531,123,2
antioxidative,0.0109,0.218,0,0,532,460,5
antioxidative,0.0091,0.1424,0,0,533,219,2
antioxidative,0,0,0,0,534,500,0
antioxidative,0.0028,0.0559,0,0,535,359,1
antioxidative,0.0097,0.1382,0,0,536,413,4
antioxidative,0.0045,0.0684,0,0,537,441,2
antioxidative,0,0,0,0,538,197,0
antioxidative,0,0,0,0,539,155,0
antioxidative,0.0032,0.0838,0,0,540,314,1
antioxidative,0,0,0,0,541,332,0
antioxidative,0,0,0,0,542,327,0
antioxidative,0.0032,0.1111,0,0,543,312,1
antioxidative,0.0018,0.0332,0,0,544,554,1
antioxidative,0,0,0,0,545,169,0
antioxidative,0.0129,0.2098,0,0,546,309,4
antioxidative,0.0053,0.0765,0,0,547,375,2
antioxidative,0.0052,0.0718,0,0,548,580,3
antioxidative,0.0087,0.1182,0,0,549,231,2
antioxidative,0.0078,0.1331,0,0,550,256,2
antioxidative,0.025,0.2778,0,0,551,400,10
antioxidative,0.009,0.0908,0,0,552,111,1
antioxidative,0.0028,0.1102,0,0,553,355,1
antioxidative,0.0088,0.0811,0,0,554,341,3
antioxidative,0,0,0,0,555,283,0
antioxidative,0.006,0.1008,0,0,556,336,2
antioxidative,0.0093,0.1157,0,0,557,535,5
antioxidative,0,0,0,0,558,141,0
antioxidative,0.0099,0.125,0,0,559,101,1
antioxidative,0.0068,0.1111,0,0,560,441,3
antioxidative,0.006,0.1113,0,0,561,167,1
antioxidative,0.0102,0.1351,0,0,562,490,5
antioxidative,0,0,0,0,563,279,0
antioxidative,0.0175,0.1662,0,0,564,114,2
antioxidative,0.0146,0.1578,0,0,565,411,6
antioxidative,0.0124,0.1247,0,0,566,161,2
antioxidative,0.0077,0.2219,0,0,567,259,2
antioxidative,0,0,0,0,568,458,0
antioxidative,0.0024,0.0336,0,0,569,420,1
antioxidative,0.0139,0.1459,0,0,570,577,8
antioxidative,0.0194,0.3339,0,0,571,258,5
antioxidative,0.0118,0.1079,0,0,572,594,7
